model,cohort,criterion,feature,rbo
mistral,proprietary,Integration with Other Services,Keeping up with friends,0.5887918794762246
mistral,proprietary,Integration with Other Services,Play games,0.7181240347940152
mistral,proprietary,Integration with Other Services,Collaborate with others,0.425363341436349
mistral,proprietary,Integration with Other Services,Write notes,0.9238837578011645
mistral,proprietary,Integration with Other Services,Search for offer on item,0.39379098945297203
mistral,proprietary,Integration with Other Services,List items for sale,0.7297289984333808
mistral,proprietary,Performance and Stability,Broadcast messages to multiple contacts,0.9235332614145827
mistral,proprietary,Performance and Stability,Send files,0.27060301496136857
mistral,proprietary,Performance and Stability,Watch streams,0.8982259973153878
mistral,proprietary,Performance and Stability,Go Live,0.9016318203345414
mistral,proprietary,Performance and Stability,Play playlist on shuffle mode,0.9296575218621846
mistral,proprietary,Performance and Stability,Access to podcasts,0.9321379701949019
mistral,proprietary,Performance and Stability,Build photo collage,0.7732420081333129
mistral,proprietary,Performance and Stability,Photo effects,0.8987927616279818
mistral,proprietary,Performance and Stability,Access to movies,0.9719243242693255
mistral,proprietary,Performance and Stability,Rate movies,0.9407670085911275
mistral,proprietary,Performance and Stability,Keeping up with friends,0.6346821846164119
mistral,proprietary,Performance and Stability,Play games,0.5483848542540506
mistral,proprietary,Performance and Stability,Collaborate with others,0.4080638979763678
mistral,proprietary,Performance and Stability,Write notes,0.9291661176755447
mistral,proprietary,Performance and Stability,Search for offer on item,0.5947863464383665
mistral,proprietary,Performance and Stability,List items for sale,0.8444734368566883
mistral,proprietary,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.899961455430482
mistral,proprietary,Platform and Device Compatibility,Send files,0.7240275101705823
mistral,proprietary,Platform and Device Compatibility,Watch streams,0.9351491402182015
mistral,proprietary,Platform and Device Compatibility,Go Live,0.8728298475692743
mistral,proprietary,Platform and Device Compatibility,Play playlist on shuffle mode,0.9236267894266255
mistral,proprietary,Platform and Device Compatibility,Access to podcasts,0.971150855065332
mistral,proprietary,Platform and Device Compatibility,Build photo collage,0.5574587805268617
mistral,proprietary,Platform and Device Compatibility,Photo effects,0.8645433533694806
mistral,proprietary,Platform and Device Compatibility,Access to movies,0.9738885234099015
mistral,proprietary,Platform and Device Compatibility,Rate movies,0.8734753755020194
mistral,proprietary,Platform and Device Compatibility,Keeping up with friends,0.6369038499404884
mistral,proprietary,Platform and Device Compatibility,Play games,0.6903902559436874
mistral,proprietary,Platform and Device Compatibility,Collaborate with others,0.40427361426293273
mistral,proprietary,Platform and Device Compatibility,Write notes,0.9513886536217236
mistral,proprietary,Platform and Device Compatibility,Search for offer on item,0.7776804414367947
mistral,proprietary,Platform and Device Compatibility,List items for sale,0.9147278724768149
mistral,proprietary,Popularity and Market Reach,Broadcast messages to multiple contacts,0.7945618691551891
mistral,proprietary,Popularity and Market Reach,Send files,0.24599627806721214
mistral,proprietary,Popularity and Market Reach,Watch streams,0.8463749962560615
mistral,proprietary,Popularity and Market Reach,Go Live,0.1258412881199282
mistral,proprietary,Popularity and Market Reach,Play playlist on shuffle mode,0.8725793571165178
mistral,proprietary,Popularity and Market Reach,Access to podcasts,0.8115012878850558
mistral,proprietary,Popularity and Market Reach,Build photo collage,0.1522500454075869
mistral,proprietary,Popularity and Market Reach,Photo effects,0.5271018196550328
mistral,proprietary,Popularity and Market Reach,Access to movies,0.879222703792826
mistral,proprietary,Popularity and Market Reach,Rate movies,0.8245682556904748
mistral,proprietary,Popularity and Market Reach,Keeping up with friends,0.5761496188393764
mistral,proprietary,Popularity and Market Reach,Play games,0.2402674884727557
mistral,proprietary,Popularity and Market Reach,Collaborate with others,0.4509552948345818
mistral,proprietary,Popularity and Market Reach,Write notes,0.7489666778269926
mistral,proprietary,Popularity and Market Reach,Search for offer on item,0.5649490255311928
mistral,proprietary,Popularity and Market Reach,List items for sale,0.7808307935659586
mistral,proprietary,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.8122345486063758
mistral,proprietary,Regional and Geographical Availability,Send files,0.16804066050043842
mistral,proprietary,Regional and Geographical Availability,Watch streams,0.8136257313668129
mistral,proprietary,Regional and Geographical Availability,Go Live,0.10945357312743409
mistral,proprietary,Regional and Geographical Availability,Play playlist on shuffle mode,0.9021845571835069
mistral,proprietary,Regional and Geographical Availability,Access to podcasts,0.8286330040987052
mistral,proprietary,Regional and Geographical Availability,Build photo collage,0.3279641519427483
mistral,proprietary,Regional and Geographical Availability,Photo effects,0.6967105747009411
mistral,proprietary,Regional and Geographical Availability,Access to movies,0.9641999444456606
mistral,proprietary,Regional and Geographical Availability,Rate movies,0.7593832350182708
mistral,proprietary,Regional and Geographical Availability,Keeping up with friends,0.6466735196240195
mistral,proprietary,Regional and Geographical Availability,Play games,0.29779865909645414
mistral,proprietary,Regional and Geographical Availability,Collaborate with others,0.4126225513196213
mistral,proprietary,Regional and Geographical Availability,Write notes,0.7564202103802596
mistral,proprietary,Regional and Geographical Availability,Search for offer on item,0.5350402047987253
mistral,proprietary,Regional and Geographical Availability,List items for sale,0.9163382527566049
mistral,proprietary,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.9156513957424564
mistral,proprietary,Regular Updates and Maintenance,Send files,0.730254987030514
mistral,proprietary,Regular Updates and Maintenance,Watch streams,0.9566053854837981
mistral,proprietary,Regular Updates and Maintenance,Go Live,0.8289494941687588
mistral,proprietary,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9248555131750034
mistral,proprietary,Regular Updates and Maintenance,Access to podcasts,0.9812754616490658
mistral,proprietary,Regular Updates and Maintenance,Build photo collage,0.08369561809583406
mistral,proprietary,Regular Updates and Maintenance,Photo effects,0.9164687583117959
mistral,proprietary,Regular Updates and Maintenance,Access to movies,0.9845447809660639
mistral,proprietary,Regular Updates and Maintenance,Rate movies,0.9337848488845587
mistral,proprietary,Regular Updates and Maintenance,Keeping up with friends,0.6052748326099876
mistral,proprietary,Regular Updates and Maintenance,Play games,0.3223092404121385
mistral,proprietary,Regular Updates and Maintenance,Collaborate with others,0.4084889026979066
mistral,proprietary,Regular Updates and Maintenance,Write notes,0.9696273062325959
mistral,proprietary,Regular Updates and Maintenance,Search for offer on item,0.31611774210978705
mistral,proprietary,Regular Updates and Maintenance,List items for sale,0.8165248992297678
mistral,proprietary,Security and Privacy,Broadcast messages to multiple contacts,0.48586428076578886
mistral,proprietary,Security and Privacy,Send files,0.06855820180555255
mistral,proprietary,Security and Privacy,Watch streams,0.9074851745926275
mistral,proprietary,Security and Privacy,Go Live,0.7657563041130089
mistral,proprietary,Security and Privacy,Play playlist on shuffle mode,0.8537313084204297
mistral,proprietary,Security and Privacy,Access to podcasts,0.7508939769971579
mistral,proprietary,Security and Privacy,Build photo collage,0.47833516897514267
mistral,proprietary,Security and Privacy,Photo effects,0.6794927420331787
mistral,proprietary,Security and Privacy,Access to movies,0.9659134465934579
mistral,proprietary,Security and Privacy,Rate movies,0.6747790786765608
mistral,proprietary,Security and Privacy,Keeping up with friends,0.37081032891813576
mistral,proprietary,Security and Privacy,Play games,0.5863823012359008
mistral,proprietary,Security and Privacy,Collaborate with others,0.5889633950064679
mistral,proprietary,Security and Privacy,Write notes,0.23965356151070857
mistral,proprietary,Security and Privacy,Search for offer on item,0.5892616288168631
mistral,proprietary,Security and Privacy,List items for sale,0.9589683451386017
mistral,proprietary,User Engagement,Broadcast messages to multiple contacts,0.8393432479888004
mistral,proprietary,User Engagement,Send files,0.3348758169970537
mistral,proprietary,User Engagement,Watch streams,0.9596000692927634
mistral,proprietary,User Engagement,Go Live,0.7802386458474595
mistral,proprietary,User Engagement,Play playlist on shuffle mode,0.8917607415330092
mistral,proprietary,User Engagement,Access to podcasts,0.9242699814079066
mistral,proprietary,User Engagement,Build photo collage,0.4246318272908439
mistral,proprietary,User Engagement,Photo effects,0.7573483740149775
mistral,proprietary,User Engagement,Access to movies,0.9321109231739733
mistral,proprietary,User Engagement,Rate movies,0.9268774646542742
mistral,proprietary,User Engagement,Keeping up with friends,0.5913126999498549
mistral,proprietary,User Engagement,Play games,0.0749665628446781
mistral,proprietary,User Engagement,Collaborate with others,0.9337246237631419
mistral,proprietary,User Engagement,Write notes,0.9633282048968336
mistral,proprietary,User Engagement,Search for offer on item,0.25058285272706027
mistral,proprietary,User Engagement,List items for sale,0.9498768807009581
mistral,proprietary,User Interface and Experience,Broadcast messages to multiple contacts,0.9346474039817125
mistral,proprietary,User Interface and Experience,Send files,0.6027139808933503
mistral,proprietary,User Interface and Experience,Watch streams,0.9233450198694232
mistral,proprietary,User Interface and Experience,Go Live,0.8388763814265675
mistral,proprietary,User Interface and Experience,Play playlist on shuffle mode,0.9314161188952106
mistral,proprietary,User Interface and Experience,Access to podcasts,0.9732101725440079
mistral,proprietary,User Interface and Experience,Build photo collage,0.7531047275184396
mistral,proprietary,User Interface and Experience,Photo effects,0.8954630082803496
mistral,proprietary,User Interface and Experience,Access to movies,0.9832992575458913
mistral,proprietary,User Interface and Experience,Rate movies,0.8894877393945728
mistral,proprietary,User Interface and Experience,Keeping up with friends,0.5855051895529021
mistral,proprietary,User Interface and Experience,Play games,0.6695579183610397
mistral,proprietary,User Interface and Experience,Collaborate with others,0.6741249080530396
mistral,proprietary,User Interface and Experience,Write notes,0.6227631320184807
mistral,proprietary,User Interface and Experience,Search for offer on item,0.6287369562401603
