model,criterion,feature,rbo
mistral,Feature Breadth and Richness,Collaborate with others,0.7418288984397987
mistral,Feature Breadth and Richness,Write notes,0.9768299474948634
mistral,Feature Breadth and Richness,Search for offer on item,0.8891892411089042
mistral,Feature Breadth and Richness,List items for sale,0.8869027384342972
mistral,Integration with Other Services,Broadcast messages to multiple contacts,0.9593808595495311
mistral,Integration with Other Services,Send files,0.9400949622223387
mistral,Integration with Other Services,Watch streams,0.9329757707719475
mistral,Integration with Other Services,Go Live,0.9750641602044459
mistral,Integration with Other Services,Play playlist on shuffle mode,0.9539294077218766
mistral,Integration with Other Services,Access to podcasts,0.9946505313916241
mistral,Integration with Other Services,Build photo collage,0.7414674850812301
mistral,Integration with Other Services,Photo effects,0.8683577151598572
mistral,Integration with Other Services,Access to movies,0.9864374027618344
mistral,Integration with Other Services,Rate movies,0.9076147996387409
mistral,Integration with Other Services,Keeping up with friends,0.9786115214886781
mistral,Integration with Other Services,Play games,0.9354594417242289
mistral,Integration with Other Services,Collaborate with others,0.7621589245944069
mistral,Integration with Other Services,Write notes,0.96700777464343
mistral,Integration with Other Services,Search for offer on item,0.5118982031215837
mistral,Integration with Other Services,List items for sale,0.9285297979546904
mistral,Performance and Stability,Broadcast messages to multiple contacts,0.9762069297194775
mistral,Performance and Stability,Send files,0.9327640548078955
mistral,Performance and Stability,Watch streams,0.9134828371115603
mistral,Performance and Stability,Go Live,0.917415303005882
mistral,Performance and Stability,Play playlist on shuffle mode,0.9785006569751437
mistral,Performance and Stability,Access to podcasts,0.9684224036023761
mistral,Performance and Stability,Build photo collage,0.8041508051535698
mistral,Performance and Stability,Photo effects,0.9465633936587986
mistral,Performance and Stability,Access to movies,0.9752541895326239
mistral,Performance and Stability,Rate movies,0.9806731154944354
mistral,Performance and Stability,Keeping up with friends,0.9552092579961741
mistral,Performance and Stability,Play games,0.810393911237567
mistral,Performance and Stability,Collaborate with others,0.9416742595266856
mistral,Performance and Stability,Write notes,0.9119793333534988
mistral,Performance and Stability,Search for offer on item,0.49118603630456636
mistral,Performance and Stability,List items for sale,0.8363900973109637
mistral,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.9563936552808908
mistral,Platform and Device Compatibility,Send files,0.9365865745452195
mistral,Platform and Device Compatibility,Watch streams,0.9546175359619143
mistral,Platform and Device Compatibility,Go Live,0.8266184266642673
mistral,Platform and Device Compatibility,Play playlist on shuffle mode,0.9562325500439626
mistral,Platform and Device Compatibility,Access to podcasts,0.9622664651018153
mistral,Platform and Device Compatibility,Build photo collage,0.679323898444628
mistral,Platform and Device Compatibility,Photo effects,0.8612386142891548
mistral,Platform and Device Compatibility,Access to movies,0.9768255914552766
mistral,Platform and Device Compatibility,Rate movies,0.8538665790672633
mistral,Platform and Device Compatibility,Keeping up with friends,0.9451177702360545
mistral,Platform and Device Compatibility,Play games,0.9373170581527086
mistral,Platform and Device Compatibility,Collaborate with others,0.9756538480476122
mistral,Platform and Device Compatibility,Write notes,0.9688179819354164
mistral,Platform and Device Compatibility,Search for offer on item,0.8396074446440853
mistral,Platform and Device Compatibility,List items for sale,0.8866564046940649
mistral,Popularity and Market Reach,Broadcast messages to multiple contacts,0.9800349363861225
mistral,Popularity and Market Reach,Send files,0.8170976411845974
mistral,Popularity and Market Reach,Watch streams,0.8774148266207776
mistral,Popularity and Market Reach,Go Live,0.9513836763014712
mistral,Popularity and Market Reach,Play playlist on shuffle mode,0.961321324215626
mistral,Popularity and Market Reach,Access to podcasts,0.9491832162859541
mistral,Popularity and Market Reach,Build photo collage,0.85878634133017
mistral,Popularity and Market Reach,Photo effects,0.593747304263381
mistral,Popularity and Market Reach,Access to movies,0.9029081409211553
mistral,Popularity and Market Reach,Rate movies,0.8181530062990138
mistral,Popularity and Market Reach,Keeping up with friends,0.9630146780588428
mistral,Popularity and Market Reach,Play games,0.5073007634736647
mistral,Popularity and Market Reach,Collaborate with others,0.6779841051258467
mistral,Popularity and Market Reach,Write notes,0.932489284675551
mistral,Popularity and Market Reach,Search for offer on item,0.9353017788399329
mistral,Popularity and Market Reach,List items for sale,0.6296149706836327
mistral,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.9660463038690906
mistral,Regional and Geographical Availability,Send files,0.9218184428306548
mistral,Regional and Geographical Availability,Watch streams,0.8319024382338401
mistral,Regional and Geographical Availability,Go Live,0.98090001459564
mistral,Regional and Geographical Availability,Play playlist on shuffle mode,0.9834373606072477
mistral,Regional and Geographical Availability,Access to podcasts,0.900039375324773
mistral,Regional and Geographical Availability,Build photo collage,0.527029967727818
mistral,Regional and Geographical Availability,Photo effects,0.8661630479098198
mistral,Regional and Geographical Availability,Access to movies,0.9642777261983
mistral,Regional and Geographical Availability,Rate movies,0.7296183794148368
mistral,Regional and Geographical Availability,Keeping up with friends,0.786851644922681
mistral,Regional and Geographical Availability,Play games,0.7998270373999703
mistral,Regional and Geographical Availability,Collaborate with others,0.7048566745765337
mistral,Regional and Geographical Availability,Write notes,0.9357517524866525
mistral,Regional and Geographical Availability,Search for offer on item,0.7459299107954174
mistral,Regional and Geographical Availability,List items for sale,0.9897025240261067
mistral,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.9258980414855718
mistral,Regular Updates and Maintenance,Send files,0.871372370842956
mistral,Regular Updates and Maintenance,Watch streams,0.9674391793487995
mistral,Regular Updates and Maintenance,Go Live,0.8160727499177615
mistral,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9692743123129244
mistral,Regular Updates and Maintenance,Access to podcasts,0.9831622243987969
mistral,Regular Updates and Maintenance,Build photo collage,0.7542645961416954
mistral,Regular Updates and Maintenance,Photo effects,0.9935010525392605
mistral,Regular Updates and Maintenance,Access to movies,0.9944809380333307
mistral,Regular Updates and Maintenance,Rate movies,0.9817814747370204
mistral,Regular Updates and Maintenance,Keeping up with friends,0.9508975135417177
mistral,Regular Updates and Maintenance,Play games,0.5179957124668129
mistral,Regular Updates and Maintenance,Collaborate with others,0.9718811465550449
mistral,Regular Updates and Maintenance,Write notes,0.993376989577736
mistral,Regular Updates and Maintenance,Search for offer on item,0.5417213245237658
mistral,Regular Updates and Maintenance,List items for sale,0.8385959627232357
mistral,Security and Privacy,Broadcast messages to multiple contacts,0.964772837500829
mistral,Security and Privacy,Send files,0.688303566422887
mistral,Security and Privacy,Watch streams,0.9064351282451414
mistral,Security and Privacy,Go Live,0.9912220334494084
mistral,Security and Privacy,Play playlist on shuffle mode,0.9715335495987489
mistral,Security and Privacy,Access to podcasts,0.7523818242080372
mistral,Security and Privacy,Build photo collage,0.7090999298425864
mistral,Security and Privacy,Photo effects,0.9066349655804362
mistral,Security and Privacy,Access to movies,0.9728351675514573
mistral,Security and Privacy,Rate movies,0.6428678786486139
mistral,Security and Privacy,Keeping up with friends,0.8760384421626302
mistral,Security and Privacy,Play games,0.5550730937009839
mistral,Security and Privacy,Collaborate with others,0.49898790153520844
mistral,Security and Privacy,Write notes,0.9600179338585446
mistral,Security and Privacy,Search for offer on item,0.4943831920034025
mistral,Security and Privacy,List items for sale,0.9724666537199823
mistral,User Engagement,Broadcast messages to multiple contacts,0.9413962140830696
mistral,User Engagement,Send files,0.6170982014294297
mistral,User Engagement,Watch streams,0.9930319834329536
mistral,User Engagement,Go Live,0.939568292164162
mistral,User Engagement,Play playlist on shuffle mode,0.9954046139718923
mistral,User Engagement,Access to podcasts,0.9602047655359277
mistral,User Engagement,Build photo collage,0.3292513234875583
mistral,User Engagement,Photo effects,0.9629897742684704
mistral,User Engagement,Access to movies,0.9234786410398323
mistral,User Engagement,Rate movies,0.9699480825792168
mistral,User Engagement,Keeping up with friends,0.9387334740956149
mistral,User Engagement,Play games,0.9689521759755856
mistral,User Engagement,Collaborate with others,0.9401814999066035
mistral,User Engagement,Write notes,0.9671640952051961
mistral,User Engagement,Search for offer on item,0.6072981917840822
mistral,User Engagement,List items for sale,0.9743121708990078
mistral,User Interface and Experience,Broadcast messages to multiple contacts,0.964963420454527
mistral,User Interface and Experience,Send files,0.5687188354230978
mistral,User Interface and Experience,Watch streams,0.9195148279425522
mistral,User Interface and Experience,Go Live,0.832418941731451
mistral,User Interface and Experience,Play playlist on shuffle mode,0.9483773186330788
mistral,User Interface and Experience,Access to podcasts,0.9644916970569414
mistral,User Interface and Experience,Build photo collage,0.8480599233515813
mistral,User Interface and Experience,Photo effects,0.9320293703130961
mistral,User Interface and Experience,Access to movies,0.9812291028917114
mistral,User Interface and Experience,Rate movies,0.8827247350853906
mistral,User Interface and Experience,Keeping up with friends,0.9264960529046322
mistral,User Interface and Experience,Play games,0.9382224830162847
mistral,User Interface and Experience,Collaborate with others,0.8276417986567889
mistral,User Interface and Experience,Write notes,0.9743159787494005
mistral,User Interface and Experience,Search for offer on item,0.6755108426683097
mistral,User Interface and Experience,List items for sale,0.9460393838307309
mistral,User Ratings,Broadcast messages to multiple contacts,0.8794126687678204
mistral,User Ratings,Send files,0.45251030473298315
mistral,User Ratings,Watch streams,0.7020552906654511
mistral,User Ratings,Go Live,0.7195782656983927
mistral,User Ratings,Play playlist on shuffle mode,0.9925591501799298
mistral,User Ratings,Access to podcasts,0.9624806824418608
mistral,User Ratings,Build photo collage,0.7743257810567673
mistral,User Ratings,Photo effects,0.9049364175446917
mistral,User Ratings,Access to movies,0.9813616034700751
